,Steps,ACC,method
3854,2409.156627,0.59,together
3855,2429.232932,0.58,together
3856,2429.232932,0.6,together
3857,2429.232932,0.69,together
3858,2429.232932,0.4,together
3859,2429.232932,0.59,together
3860,2449.309237,0.63,together
3861,2449.309237,0.64,together
3862,2449.309237,0.7,together
3863,2449.309237,0.69,together
3864,2449.309237,0.65,together
3865,2469.385542,0.67,together
3866,2469.385542,0.68,together
3867,2469.385542,0.56,together
3868,2469.385542,0.39,together
3869,2469.385542,0.68,together
3870,2489.461847,0.59,together
3871,2489.461847,0.62,together
3872,2489.461847,0.48,together
3873,2489.461847,0.67,together
3874,2489.461847,0.55,together
3875,2509.538153,0.58,together
3876,2509.538153,0.47,together
3877,2509.538153,0.42,together
3878,2509.538153,0.67,together
3879,2509.538153,0.41,together
3880,2529.614458,0.46,together
3881,2529.614458,0.55,together
3882,2529.614458,0.62,together
3883,2529.614458,0.7,together
3884,2529.614458,0.48,together
3885,2549.690763,0.69,together
3886,2549.690763,0.68,together
3887,2549.690763,0.55,together
3888,2549.690763,0.55,together
3889,2549.690763,0.53,together
3890,2569.767068,0.45,together
3891,2569.767068,0.71,together
3892,2569.767068,0.54,together
3893,2569.767068,0.48,together
3894,2569.767068,0.51,together
3895,2589.843373,0.66,together
3896,2589.843373,0.67,together
3897,2589.843373,0.66,together
3898,2589.843373,0.68,together
3899,2589.843373,0.46,together
3900,2609.919679,0.65,together
3901,2609.919679,0.65,together
3902,2609.919679,0.54,together
3903,2609.919679,0.64,together
3904,2609.919679,0.61,together
3905,2629.995984,0.66,together
3906,2629.995984,0.6,together
3907,2629.995984,0.5,together
3908,2629.995984,0.59,together
3909,2629.995984,0.64,together
3910,2650.072289,0.5,together
3911,2650.072289,0.53,together
3912,2650.072289,0.46,together
3913,2650.072289,0.68,together
3914,2650.072289,0.63,together
3915,2670.148594,0.71,together
3916,2670.148594,0.71,together
3917,2670.148594,0.57,together
3918,2670.148594,0.5,together
3919,2670.148594,0.66,together
3920,2690.2249,0.68,together
3921,2690.2249,0.69,together
3922,2690.2249,0.63,together
3923,2690.2249,0.69,together
3924,2690.2249,0.59,together
3925,2710.301205,0.54,together
3926,2710.301205,0.58,together
3927,2710.301205,0.68,together
3928,2710.301205,0.64,together
3929,2710.301205,0.65,together
3930,2730.37751,0.46,together
3931,2730.37751,0.43,together
3932,2730.37751,0.49,together
3933,2730.37751,0.7,together
3934,2730.37751,0.67,together
3935,2750.453815,0.71,together
3936,2750.453815,0.46,together
3937,2750.453815,0.51,together
3938,2750.453815,0.62,together
3939,2750.453815,0.5,together
3940,2770.53012,0.67,together
3941,2770.53012,0.63,together
3942,2770.53012,0.59,together
3943,2770.53012,0.57,together
3944,2770.53012,0.68,together
3945,2790.606426,0.56,together
3946,2790.606426,0.53,together
3947,2790.606426,0.71,together
3948,2790.606426,0.49,together
3949,2790.606426,0.69,together
3950,2810.682731,0.69,together
3951,2810.682731,0.64,together
3952,2810.682731,0.48,together
3953,2810.682731,0.71,together
3954,2810.682731,0.5,together
3955,2830.759036,0.62,together
3956,2830.759036,0.46,together
3957,2830.759036,0.68,together
3958,2830.759036,0.53,together
3959,2830.759036,0.68,together
3960,2850.835341,0.53,together
3961,2850.835341,0.47,together
3962,2850.835341,0.55,together
3963,2850.835341,0.43,together
3964,2850.835341,0.52,together
3965,2870.911647,0.7,together
3966,2870.911647,0.55,together
3967,2870.911647,0.52,together
3968,2870.911647,0.57,together
3969,2870.911647,0.66,together
3970,2890.987952,0.61,together
3971,2890.987952,0.52,together
3972,2890.987952,0.66,together
3973,2890.987952,0.42,together
3974,2890.987952,0.64,together
3975,2911.064257,0.53,together
3976,2911.064257,0.63,together
3977,2911.064257,0.69,together
3978,2911.064257,0.63,together
3979,2911.064257,0.48,together
3980,2931.140562,0.6,together
3981,2931.140562,0.67,together
3982,2931.140562,0.5,together
3983,2931.140562,0.63,together
3984,2931.140562,0.72,together
3985,2951.216867,0.62,together
3986,2951.216867,0.62,together
3987,2951.216867,0.7,together
3988,2951.216867,0.63,together
3989,2951.216867,0.56,together
3990,2971.293173,0.43,together
3991,2971.293173,0.67,together
3992,2971.293173,0.68,together
3993,2971.293173,0.65,together
3994,2971.293173,0.42,together
3995,2991.369478,0.72,together
3996,2991.369478,0.53,together
3997,2991.369478,0.67,together
3998,2991.369478,0.68,together
3999,2991.369478,0.66,together
4000,3011.445783,0.43,together
4001,3011.445783,0.48,together
4002,3011.445783,0.53,together
4003,3011.445783,0.64,together
4004,3011.445783,0.4,together
4005,3031.522088,0.71,together
4006,3031.522088,0.68,together
4007,3031.522088,0.66,together
4008,3031.522088,0.71,together
4009,3031.522088,0.6,together
4010,3051.598394,0.68,together
4011,3051.598394,0.7,together
4012,3051.598394,0.64,together
4013,3051.598394,0.61,together
4014,3051.598394,0.54,together
4015,3071.674699,0.61,together
4016,3071.674699,0.53,together
4017,3071.674699,0.67,together
4018,3071.674699,0.42,together
4019,3071.674699,0.58,together
4020,3091.751004,0.69,together
4021,3091.751004,0.58,together
4022,3091.751004,0.61,together
4023,3091.751004,0.67,together
4024,3091.751004,0.66,together
4025,3111.827309,0.67,together
4026,3111.827309,0.68,together
4027,3111.827309,0.68,together
4028,3111.827309,0.44,together
4029,3111.827309,0.62,together
4030,3131.903614,0.42,together
4031,3131.903614,0.72,together
4032,3131.903614,0.45,together
4033,3131.903614,0.43,together
4034,3131.903614,0.67,together
4035,3151.97992,0.61,together
4036,3151.97992,0.68,together
4037,3151.97992,0.63,together
4038,3151.97992,0.56,together
4039,3151.97992,0.69,together
4040,3172.056225,0.47,together
4041,3172.056225,0.54,together
4042,3172.056225,0.61,together
4043,3172.056225,0.58,together
4044,3172.056225,0.65,together
4045,3192.13253,0.58,together
4046,3192.13253,0.71,together
4047,3192.13253,0.66,together
4048,3192.13253,0.42,together
4049,3192.13253,0.71,together
4050,3212.208835,0.61,together
4051,3212.208835,0.42,together
4052,3212.208835,0.61,together
4053,3212.208835,0.53,together
4054,3212.208835,0.56,together
4055,3232.285141,0.63,together
4056,3232.285141,0.54,together
4057,3232.285141,0.44,together
4058,3232.285141,0.48,together
4059,3232.285141,0.5,together
4060,3252.361446,0.44,together
4061,3252.361446,0.6,together
4062,3252.361446,0.59,together
4063,3252.361446,0.6,together
4064,3252.361446,0.52,together
4065,3272.437751,0.64,together
4066,3272.437751,0.55,together
4067,3272.437751,0.41,together
4068,3272.437751,0.61,together
4069,3272.437751,0.44,together
4070,3292.514056,0.52,together
4071,3292.514056,0.69,together
4072,3292.514056,0.67,together
4073,3292.514056,0.58,together
4074,3292.514056,0.51,together
4075,3312.590361,0.51,together
4076,3312.590361,0.68,together
4077,3312.590361,0.55,together
4078,3312.590361,0.72,together
4079,3312.590361,0.64,together
4080,3332.666667,0.54,together
4081,3332.666667,0.66,together
4082,3332.666667,0.65,together
4083,3332.666667,0.68,together
4084,3332.666667,0.71,together
4085,3352.742972,0.61,together
4086,3352.742972,0.49,together
4087,3352.742972,0.64,together
4088,3352.742972,0.65,together
4089,3352.742972,0.66,together
4090,3372.819277,0.67,together
4091,3372.819277,0.71,together
4092,3372.819277,0.41,together
4093,3372.819277,0.72,together
4094,3372.819277,0.64,together
4095,3392.895582,0.64,together
4096,3392.895582,0.54,together
4097,3392.895582,0.59,together
4098,3392.895582,0.72,together
4099,3392.895582,0.67,together
4100,3412.971888,0.64,together
4101,3412.971888,0.53,together
4102,3412.971888,0.65,together
4103,3412.971888,0.59,together
4104,3412.971888,0.68,together
4105,3433.048193,0.53,together
4106,3433.048193,0.51,together
4107,3433.048193,0.7,together
4108,3433.048193,0.46,together
4109,3433.048193,0.71,together
4110,3453.124498,0.71,together
4111,3453.124498,0.71,together
4112,3453.124498,0.71,together
4113,3453.124498,0.71,together
4114,3453.124498,0.56,together
4115,3473.200803,0.66,together
4116,3473.200803,0.55,together
4117,3473.200803,0.71,together
4118,3473.200803,0.6,together
4119,3473.200803,0.64,together
4120,3493.277108,0.63,together
4121,3493.277108,0.69,together
4122,3493.277108,0.55,together
4123,3493.277108,0.37,together
4124,3493.277108,0.61,together
4125,3513.353414,0.45,together
4126,3513.353414,0.62,together
4127,3513.353414,0.6,together
4128,3513.353414,0.58,together
4129,3513.353414,0.66,together
4130,3533.429719,0.42,together
4131,3533.429719,0.7,together
4132,3533.429719,0.72,together
4133,3533.429719,0.66,together
4134,3533.429719,0.67,together
4135,3553.506024,0.58,together
4136,3553.506024,0.63,together
4137,3553.506024,0.52,together
4138,3553.506024,0.71,together
4139,3553.506024,0.66,together
4140,3573.582329,0.66,together
4141,3573.582329,0.52,together
4142,3573.582329,0.66,together
4143,3573.582329,0.59,together
4144,3573.582329,0.46,together
4145,3593.658635,0.6,together
4146,3593.658635,0.37,together
4147,3593.658635,0.51,together
4148,3593.658635,0.56,together
4149,3593.658635,0.66,together
4150,3613.73494,0.6,together
4151,3613.73494,0.59,together
4152,3613.73494,0.48,together
4153,3613.73494,0.64,together
4154,3613.73494,0.72,together
4155,3633.811245,0.55,together
4156,3633.811245,0.62,together
4157,3633.811245,0.69,together
4158,3633.811245,0.62,together
4159,3633.811245,0.72,together
4160,3653.88755,0.54,together
4161,3653.88755,0.51,together
4162,3653.88755,0.54,together
4163,3653.88755,0.56,together
4164,3653.88755,0.48,together
4165,3673.963855,0.61,together
4166,3673.963855,0.58,together
4167,3673.963855,0.64,together
4168,3673.963855,0.43,together
4169,3673.963855,0.57,together
4170,3694.040161,0.52,together
4171,3694.040161,0.53,together
4172,3694.040161,0.64,together
4173,3694.040161,0.71,together
4174,3694.040161,0.65,together
4175,3714.116466,0.59,together
4176,3714.116466,0.67,together
4177,3714.116466,0.71,together
4178,3714.116466,0.54,together
4179,3714.116466,0.66,together
4180,3734.192771,0.48,together
4181,3734.192771,0.48,together
4182,3734.192771,0.66,together
4183,3734.192771,0.62,together
4184,3734.192771,0.51,together
4185,3754.269076,0.68,together
4186,3754.269076,0.59,together
4187,3754.269076,0.39,together
4188,3754.269076,0.7,together
4189,3754.269076,0.63,together
4190,3774.345382,0.55,together
4191,3774.345382,0.52,together
4192,3774.345382,0.58,together
4193,3774.345382,0.57,together
4194,3774.345382,0.52,together
4195,3794.421687,0.57,together
4196,3794.421687,0.59,together
4197,3794.421687,0.5,together
4198,3794.421687,0.67,together
4199,3794.421687,0.66,together
4200,3814.497992,0.64,together
4201,3814.497992,0.69,together
4202,3814.497992,0.52,together
4203,3814.497992,0.44,together
4204,3814.497992,0.59,together
4205,3834.574297,0.56,together
4206,3834.574297,0.7,together
4207,3834.574297,0.5,together
4208,3834.574297,0.61,together
4209,3834.574297,0.58,together
4210,3854.650602,0.69,together
4211,3854.650602,0.62,together
4212,3854.650602,0.53,together
4213,3854.650602,0.7,together
4214,3854.650602,0.54,together
4215,3874.726908,0.44,together
4216,3874.726908,0.56,together
4217,3874.726908,0.42,together
4218,3874.726908,0.71,together
4219,3874.726908,0.67,together
4220,3894.803213,0.67,together
4221,3894.803213,0.59,together
4222,3894.803213,0.71,together
4223,3894.803213,0.55,together
4224,3894.803213,0.37,together
4225,3914.879518,0.67,together
4226,3914.879518,0.54,together
4227,3914.879518,0.54,together
4228,3914.879518,0.43,together
4229,3914.879518,0.52,together
4230,3934.955823,0.68,together
4231,3934.955823,0.42,together
4232,3934.955823,0.64,together
4233,3934.955823,0.5,together
4234,3934.955823,0.6,together
4235,3955.032129,0.49,together
4236,3955.032129,0.58,together
4237,3955.032129,0.58,together
4238,3955.032129,0.63,together
4239,3955.032129,0.53,together
4240,3975.108434,0.63,together
4241,3975.108434,0.58,together
4242,3975.108434,0.66,together
4243,3975.108434,0.42,together
4244,3975.108434,0.69,together
4245,3995.184739,0.68,together
4246,3995.184739,0.63,together
4247,3995.184739,0.6,together
4248,3995.184739,0.43,together
4249,3995.184739,0.56,together
4250,4015.261044,0.53,together
4251,4015.261044,0.61,together
4252,4015.261044,0.63,together
4253,4015.261044,0.53,together
4254,4015.261044,0.7,together
4255,4035.337349,0.63,together
4256,4035.337349,0.46,together
4257,4035.337349,0.52,together
4258,4035.337349,0.54,together
4259,4035.337349,0.39,together
4260,4055.413655,0.64,together
4261,4055.413655,0.52,together
4262,4055.413655,0.57,together
4263,4055.413655,0.59,together
4264,4055.413655,0.52,together
4265,4075.48996,0.67,together
4266,4075.48996,0.69,together
4267,4075.48996,0.45,together
4268,4075.48996,0.53,together
4269,4075.48996,0.7,together
4270,4095.566265,0.68,together
4271,4095.566265,0.59,together
4272,4095.566265,0.52,together
4273,4095.566265,0.63,together
4274,4095.566265,0.58,together
4275,4115.64257,0.55,together
4276,4115.64257,0.6,together
4277,4115.64257,0.57,together
4278,4115.64257,0.72,together
4279,4115.64257,0.39,together
4280,4135.718876,0.39,together
4281,4135.718876,0.69,together
4282,4135.718876,0.5,together
4283,4135.718876,0.7,together
4284,4135.718876,0.53,together
4285,4155.795181,0.61,together
4286,4155.795181,0.67,together
4287,4155.795181,0.49,together
4288,4155.795181,0.68,together
4289,4155.795181,0.69,together
4290,4175.871486,0.43,together
4291,4175.871486,0.63,together
4292,4175.871486,0.67,together
4293,4175.871486,0.48,together
4294,4175.871486,0.66,together
4295,4195.947791,0.53,together
4296,4195.947791,0.56,together
4297,4195.947791,0.69,together
4298,4195.947791,0.58,together
4299,4195.947791,0.61,together
4300,4216.024096,0.68,together
4301,4216.024096,0.46,together
4302,4216.024096,0.6,together
4303,4216.024096,0.49,together
4304,4216.024096,0.56,together
4305,4236.100402,0.63,together
4306,4236.100402,0.71,together
4307,4236.100402,0.64,together
4308,4236.100402,0.55,together
4309,4236.100402,0.55,together
4310,4256.176707,0.41,together
4311,4256.176707,0.43,together
4312,4256.176707,0.7,together
4313,4256.176707,0.64,together
4314,4256.176707,0.61,together
4315,4276.253012,0.66,together
4316,4276.253012,0.7,together
4317,4276.253012,0.68,together
4318,4276.253012,0.64,together
4319,4276.253012,0.71,together
4320,4296.329317,0.71,together
4321,4296.329317,0.45,together
4322,4296.329317,0.62,together
4323,4296.329317,0.7,together
4324,4296.329317,0.71,together
4325,4316.405622,0.6,together
4326,4316.405622,0.61,together
4327,4316.405622,0.45,together
4328,4316.405622,0.57,together
4329,4316.405622,0.44,together
4330,4336.481928,0.44,together
4331,4336.481928,0.71,together
4332,4336.481928,0.72,together
4333,4336.481928,0.65,together
4334,4336.481928,0.67,together
4335,4356.558233,0.53,together
4336,4356.558233,0.43,together
4337,4356.558233,0.69,together
4338,4356.558233,0.65,together
4339,4356.558233,0.43,together
4340,4376.634538,0.62,together
4341,4376.634538,0.59,together
4342,4376.634538,0.72,together
4343,4376.634538,0.69,together
4344,4376.634538,0.65,together
4345,4396.710843,0.6,together
4346,4396.710843,0.61,together
4347,4396.710843,0.7,together
4348,4396.710843,0.62,together
4349,4396.710843,0.5,together
4350,4416.787149,0.52,together
4351,4416.787149,0.62,together
4352,4416.787149,0.6,together
4353,4416.787149,0.55,together
4354,4416.787149,0.69,together
4355,4436.863454,0.63,together
4356,4436.863454,0.55,together
4357,4436.863454,0.7,together
4358,4436.863454,0.63,together
4359,4436.863454,0.64,together
4360,4456.939759,0.42,together
4361,4456.939759,0.47,together
4362,4456.939759,0.64,together
4363,4456.939759,0.46,together
4364,4456.939759,0.69,together
4365,4477.016064,0.68,together
4366,4477.016064,0.63,together
4367,4477.016064,0.71,together
4368,4477.016064,0.64,together
4369,4477.016064,0.68,together
4370,4497.092369,0.62,together
4371,4497.092369,0.56,together
4372,4497.092369,0.62,together
4373,4497.092369,0.58,together
4374,4497.092369,0.71,together
4375,4517.168675,0.65,together
4376,4517.168675,0.69,together
4377,4517.168675,0.53,together
4378,4517.168675,0.64,together
4379,4517.168675,0.56,together
4380,4537.24498,0.62,together
4381,4537.24498,0.48,together
4382,4537.24498,0.7,together
4383,4537.24498,0.67,together
4384,4537.24498,0.53,together
4385,4557.321285,0.57,together
4386,4557.321285,0.65,together
4387,4557.321285,0.64,together
4388,4557.321285,0.67,together
4389,4557.321285,0.64,together
4390,4577.39759,0.68,together
4391,4577.39759,0.59,together
4392,4577.39759,0.59,together
4393,4577.39759,0.54,together
4394,4577.39759,0.54,together
4395,4597.473896,0.61,together
4396,4597.473896,0.54,together
4397,4597.473896,0.64,together
4398,4597.473896,0.57,together
4399,4597.473896,0.68,together
4400,4617.550201,0.44,together
4401,4617.550201,0.67,together
4402,4617.550201,0.61,together
4403,4617.550201,0.64,together
4404,4617.550201,0.46,together
4405,4637.626506,0.68,together
4406,4637.626506,0.6,together
4407,4637.626506,0.62,together
4408,4637.626506,0.54,together
4409,4637.626506,0.64,together
4410,4657.702811,0.52,together
4411,4657.702811,0.46,together
4412,4657.702811,0.56,together
4413,4657.702811,0.53,together
4414,4657.702811,0.61,together
4415,4677.779116,0.66,together
4416,4677.779116,0.45,together
4417,4677.779116,0.66,together
4418,4677.779116,0.72,together
4419,4677.779116,0.72,together
4420,4697.855422,0.53,together
4421,4697.855422,0.68,together
4422,4697.855422,0.55,together
4423,4697.855422,0.42,together
4424,4697.855422,0.53,together
4425,4717.931727,0.58,together
4426,4717.931727,0.51,together
4427,4717.931727,0.48,together
4428,4717.931727,0.6,together
4429,4717.931727,0.64,together
4430,4738.008032,0.52,together
4431,4738.008032,0.6,together
4432,4738.008032,0.6,together
4433,4738.008032,0.61,together
4434,4738.008032,0.39,together
4435,4758.084337,0.55,together
4436,4758.084337,0.65,together
4437,4758.084337,0.68,together
4438,4758.084337,0.59,together
4439,4758.084337,0.51,together
4440,4778.160643,0.61,together
4441,4778.160643,0.71,together
4442,4778.160643,0.71,together
4443,4778.160643,0.47,together
4444,4778.160643,0.64,together
4445,4798.236948,0.57,together
4446,4798.236948,0.65,together
4447,4798.236948,0.69,together
4448,4798.236948,0.64,together
4449,4798.236948,0.67,together
4450,4818.313253,0.5,together
4451,4818.313253,0.71,together
4452,4818.313253,0.51,together
4453,4818.313253,0.46,together
4454,4818.313253,0.45,together
4455,4838.389558,0.6,together
4456,4838.389558,0.65,together
4457,4838.389558,0.66,together
4458,4838.389558,0.67,together
4459,4838.389558,0.71,together
4460,4858.465863,0.53,together
4461,4858.465863,0.71,together
4462,4858.465863,0.62,together
4463,4858.465863,0.56,together
4464,4858.465863,0.5,together
4465,4878.542169,0.61,together
4466,4878.542169,0.67,together
4467,4878.542169,0.57,together
4468,4878.542169,0.63,together
4469,4878.542169,0.68,together
4470,4898.618474,0.45,together
4471,4898.618474,0.71,together
4472,4898.618474,0.5,together
4473,4898.618474,0.65,together
4474,4898.618474,0.38,together
4475,4918.694779,0.47,together
4476,4918.694779,0.71,together
4477,4918.694779,0.71,together
4478,4918.694779,0.7,together
4479,4918.694779,0.7,together
4480,4938.771084,0.39,together
4481,4938.771084,0.63,together
4482,4938.771084,0.64,together
4483,4938.771084,0.47,together
4484,4938.771084,0.67,together
4485,4958.84739,0.69,together
4486,4958.84739,0.6,together
4487,4958.84739,0.56,together
4488,4958.84739,0.61,together
4489,4958.84739,0.63,together
4490,4978.923695,0.51,together
4491,4978.923695,0.62,together
4492,4978.923695,0.55,together
4493,4978.923695,0.6,together
4494,4978.923695,0.58,together
4495,4999,0.54,together
4496,4999,0.59,together
4497,4999,0.59,together
4498,4999,0.64,together
4499,4999,0.58,together
