,time,signal
569,2268.622489959839,0.24
570,2288.6987951807228,0.21
571,2288.6987951807228,0.39
572,2288.6987951807228,0.24
573,2288.6987951807228,0.32
574,2288.6987951807228,0.42
575,2308.7751004016063,0.22
576,2308.7751004016063,0.4
577,2308.7751004016063,0.38
578,2308.7751004016063,0.12
579,2308.7751004016063,0.36
580,2328.85140562249,0.37
581,2328.85140562249,0.07
582,2328.85140562249,0.42
583,2328.85140562249,-0.0
584,2328.85140562249,0.24
585,2348.9277108433735,0.05
586,2348.9277108433735,0.04
587,2348.9277108433735,0.33
588,2348.9277108433735,0.27
589,2348.9277108433735,0.04
590,2369.004016064257,0.42
591,2369.004016064257,0.32
592,2369.004016064257,0.14
593,2369.004016064257,0.28
594,2369.004016064257,0.35
595,2389.0803212851406,0.3
596,2389.0803212851406,0.12
597,2389.0803212851406,0.43
598,2389.0803212851406,0.3
599,2389.0803212851406,0.12
600,2409.156626506024,0.07
601,2409.156626506024,0.23
602,2409.156626506024,0.24
603,2409.156626506024,0.44
604,2409.156626506024,0.1
605,2429.2329317269077,-0.0
606,2429.2329317269077,0.44
607,2429.2329317269077,0.32
608,2429.2329317269077,0.27
609,2429.2329317269077,0.0
610,2449.309236947791,0.33
611,2449.309236947791,0.44
612,2449.309236947791,0.03
613,2449.309236947791,0.15
614,2449.309236947791,0.22
615,2469.3855421686744,0.19
616,2469.3855421686744,0.31
617,2469.3855421686744,0.12
618,2469.3855421686744,0.15
619,2469.3855421686744,0.29
620,2489.461847389558,0.17
621,2489.461847389558,0.15
622,2489.461847389558,0.21
623,2489.461847389558,0.17
624,2489.461847389558,0.2
625,2509.5381526104416,0.17
626,2509.5381526104416,0.46
627,2509.5381526104416,0.18
628,2509.5381526104416,0.03
629,2509.5381526104416,0.26
630,2529.614457831325,-0.0
631,2529.614457831325,0.19
632,2529.614457831325,0.16
633,2529.614457831325,0.38
634,2529.614457831325,0.35
635,2549.6907630522087,0.42
636,2549.6907630522087,0.36
637,2549.6907630522087,0.14
638,2549.6907630522087,0.24
639,2549.6907630522087,0.38
640,2569.7670682730923,0.21
641,2569.7670682730923,0.24
642,2569.7670682730923,0.43
643,2569.7670682730923,0.25
644,2569.7670682730923,0.27
645,2589.843373493976,0.41
646,2589.843373493976,0.2
647,2589.843373493976,0.13
648,2589.843373493976,0.39
649,2589.843373493976,0.24
650,2609.9196787148594,0.43
651,2609.9196787148594,0.03
652,2609.9196787148594,0.24
653,2609.9196787148594,0.39
654,2609.9196787148594,0.22
655,2629.995983935743,0.03
656,2629.995983935743,0.1
657,2629.995983935743,0.31
658,2629.995983935743,0.32
659,2629.995983935743,0.13
660,2650.0722891566265,0.2
661,2650.0722891566265,0.06
662,2650.0722891566265,0.11
663,2650.0722891566265,0.32
664,2650.0722891566265,0.26
665,2670.14859437751,0.2
666,2670.14859437751,0.43
667,2670.14859437751,0.44
668,2670.14859437751,0.41
669,2670.14859437751,0.07
670,2690.2248995983937,0.04
671,2690.2248995983937,0.31
672,2690.2248995983937,0.31
673,2690.2248995983937,0.35
674,2690.2248995983937,0.34
675,2710.301204819277,0.33
676,2710.301204819277,0.36
677,2710.301204819277,0.15
678,2710.301204819277,0.37
679,2710.301204819277,0.23
680,2730.3775100401604,0.44
681,2730.3775100401604,0.38
682,2730.3775100401604,0.29
683,2730.3775100401604,0.19
684,2730.3775100401604,0.04
685,2750.453815261044,0.34
686,2750.453815261044,0.4
687,2750.453815261044,0.39
688,2750.453815261044,0.16
689,2750.453815261044,0.35
690,2770.5301204819275,0.12
691,2770.5301204819275,0.37
692,2770.5301204819275,0.42
693,2770.5301204819275,0.24
694,2770.5301204819275,0.21
695,2790.606425702811,0.41
696,2790.606425702811,0.3
697,2790.606425702811,0.25
698,2790.606425702811,0.3
699,2790.606425702811,0.23
700,2810.6827309236946,0.09
701,2810.6827309236946,0.31
702,2810.6827309236946,0.28
703,2810.6827309236946,0.42
704,2810.6827309236946,0.43
705,2830.759036144578,0.11
706,2830.759036144578,0.3
707,2830.759036144578,0.31
708,2830.759036144578,0.45
709,2830.759036144578,-0.0
710,2850.8353413654618,0.35
711,2850.8353413654618,0.11
712,2850.8353413654618,-0.0
713,2850.8353413654618,0.25
714,2850.8353413654618,0.26
715,2870.9116465863453,0.4
716,2870.9116465863453,0.24
717,2870.9116465863453,0.18
718,2870.9116465863453,0.43
719,2870.9116465863453,0.12
720,2890.987951807229,0.22
721,2890.987951807229,0.39
722,2890.987951807229,0.07
723,2890.987951807229,0.24
724,2890.987951807229,0.35
725,2911.0642570281125,0.37
726,2911.0642570281125,0.25
727,2911.0642570281125,0.24
728,2911.0642570281125,0.41
729,2911.0642570281125,0.31
730,2931.140562248996,0.35
731,2931.140562248996,0.37
732,2931.140562248996,0.29
733,2931.140562248996,0.25
734,2931.140562248996,0.33
735,2951.2168674698796,0.08
736,2951.2168674698796,0.31
737,2951.2168674698796,0.43
738,2951.2168674698796,0.24
739,2951.2168674698796,0.4
740,2971.2931726907627,0.31
741,2971.2931726907627,0.02
742,2971.2931726907627,0.38
743,2971.2931726907627,0.29
744,2971.2931726907627,0.29
745,2991.3694779116463,0.14
746,2991.3694779116463,0.31
747,2991.3694779116463,0.35
748,2991.3694779116463,0.24
749,2991.3694779116463,0.45
750,3011.44578313253,0.03
751,3011.44578313253,0.42
752,3011.44578313253,0.33
753,3011.44578313253,0.26
754,3011.44578313253,0.34
755,3031.5220883534134,0.24
756,3031.5220883534134,0.39
757,3031.5220883534134,0.14
758,3031.5220883534134,0.13
759,3031.5220883534134,0.41
760,3051.598393574297,0.32
761,3051.598393574297,0.32
762,3051.598393574297,0.45
763,3051.598393574297,0.38
764,3051.598393574297,0.36
765,3071.6746987951806,0.34
766,3071.6746987951806,0.33
767,3071.6746987951806,0.38
768,3071.6746987951806,0.44
769,3071.6746987951806,0.3
770,3091.751004016064,0.34
771,3091.751004016064,0.31
772,3091.751004016064,0.23
773,3091.751004016064,0.42
774,3091.751004016064,0.03
775,3111.8273092369477,0.22
776,3111.8273092369477,0.07
777,3111.8273092369477,0.24
778,3111.8273092369477,0.15
779,3111.8273092369477,0.38
780,3131.9036144578313,0.02
781,3131.9036144578313,0.38
782,3131.9036144578313,0.02
783,3131.9036144578313,0.33
784,3131.9036144578313,0.33
785,3151.979919678715,0.45
786,3151.979919678715,0.4
787,3151.979919678715,0.45
788,3151.979919678715,0.44
789,3151.979919678715,0.46
790,3172.0562248995984,0.04
791,3172.0562248995984,0.2
792,3172.0562248995984,0.13
793,3172.0562248995984,0.38
794,3172.0562248995984,0.28
795,3192.132530120482,0.38
796,3192.132530120482,0.26
797,3192.132530120482,0.28
798,3192.132530120482,0.01
799,3192.132530120482,0.35
800,3212.2088353413656,0.06
801,3212.2088353413656,0.18
802,3212.2088353413656,0.36
803,3212.2088353413656,0.23
804,3212.2088353413656,0.13
805,3232.2851405622487,0.25
806,3232.2851405622487,0.31
807,3232.2851405622487,0.3
808,3232.2851405622487,0.22
809,3232.2851405622487,0.36
810,3252.3614457831322,0.25
811,3252.3614457831322,0.24
812,3252.3614457831322,0.3
813,3252.3614457831322,0.19
814,3252.3614457831322,0.04
815,3272.437751004016,0.23
816,3272.437751004016,0.35
817,3272.437751004016,0.27
818,3272.437751004016,0.42
819,3272.437751004016,0.34
820,3292.5140562248994,0.33
821,3292.5140562248994,0.27
822,3292.5140562248994,0.13
823,3292.5140562248994,0.44
824,3292.5140562248994,0.35
825,3312.590361445783,0.26
826,3312.590361445783,0.42
827,3312.590361445783,0.04
828,3312.590361445783,0.39
829,3312.590361445783,0.44
830,3332.6666666666665,0.33
831,3332.6666666666665,0.32
832,3332.6666666666665,0.32
833,3332.6666666666665,0.07
834,3332.6666666666665,0.2
835,3352.74297188755,0.43
836,3352.74297188755,0.36
837,3352.74297188755,0.27
838,3352.74297188755,0.18
839,3352.74297188755,0.01
840,3372.8192771084337,0.28
841,3372.8192771084337,0.32
842,3372.8192771084337,0.01
843,3372.8192771084337,0.1
844,3372.8192771084337,0.34
845,3392.895582329317,0.3
846,3392.895582329317,0.45
847,3392.895582329317,0.14
848,3392.895582329317,0.41
849,3392.895582329317,0.17
850,3412.971887550201,0.15
851,3412.971887550201,0.1
852,3412.971887550201,0.18
853,3412.971887550201,0.43
854,3412.971887550201,0.21
855,3433.0481927710844,0.34
856,3433.0481927710844,0.44
857,3433.0481927710844,0.31
858,3433.0481927710844,0.41
859,3433.0481927710844,0.33
860,3453.124497991968,0.17
861,3453.124497991968,0.33
862,3453.124497991968,0.3
863,3453.124497991968,0.18
864,3453.124497991968,0.37
865,3473.200803212851,0.42
866,3473.200803212851,0.24
867,3473.200803212851,0.4
868,3473.200803212851,0.41
869,3473.200803212851,0.33
870,3493.2771084337346,0.15
871,3493.2771084337346,0.44
872,3493.2771084337346,0.2
873,3493.2771084337346,0.32
874,3493.2771084337346,0.07
875,3513.353413654618,0.33
876,3513.353413654618,0.34
877,3513.353413654618,0.2
878,3513.353413654618,0.38
879,3513.353413654618,0.05
880,3533.4297188755017,0.28
881,3533.4297188755017,0.03
882,3533.4297188755017,0.06
883,3533.4297188755017,0.38
884,3533.4297188755017,0.39
885,3553.5060240963853,0.08
886,3553.5060240963853,0.38
887,3553.5060240963853,0.35
888,3553.5060240963853,0.17
889,3553.5060240963853,0.44
890,3573.582329317269,0.26
891,3573.582329317269,0.26
892,3573.582329317269,0.4
893,3573.582329317269,0.44
894,3573.582329317269,0.34
895,3593.6586345381525,0.31
896,3593.6586345381525,0.41
897,3593.6586345381525,0.31
898,3593.6586345381525,0.42
899,3593.6586345381525,0.36
900,3613.734939759036,0.41
901,3613.734939759036,0.23
902,3613.734939759036,0.03
903,3613.734939759036,0.39
904,3613.734939759036,0.31
905,3633.8112449799196,0.15
906,3633.8112449799196,0.2
907,3633.8112449799196,0.31
908,3633.8112449799196,0.2
909,3633.8112449799196,0.35
910,3653.887550200803,0.28
911,3653.887550200803,0.15
912,3653.887550200803,0.35
913,3653.887550200803,0.26
914,3653.887550200803,0.43
915,3673.9638554216867,0.38
916,3673.9638554216867,0.45
917,3673.9638554216867,0.46
918,3673.9638554216867,0.43
919,3673.9638554216867,0.27
920,3694.0401606425703,0.4
921,3694.0401606425703,0.45
922,3694.0401606425703,0.29
923,3694.0401606425703,0.39
924,3694.0401606425703,0.42
925,3714.116465863454,0.33
926,3714.116465863454,0.32
927,3714.116465863454,0.32
928,3714.116465863454,0.13
929,3714.116465863454,0.21
930,3734.192771084337,0.27
931,3734.192771084337,0.16
932,3734.192771084337,0.39
933,3734.192771084337,0.43
934,3734.192771084337,0.26
935,3754.2690763052206,0.08
936,3754.2690763052206,0.44
937,3754.2690763052206,0.36
938,3754.2690763052206,0.39
939,3754.2690763052206,0.1
940,3774.345381526104,0.1
941,3774.345381526104,0.26
942,3774.345381526104,0.37
943,3774.345381526104,0.03
944,3774.345381526104,0.27
945,3794.4216867469877,0.01
946,3794.4216867469877,0.43
947,3794.4216867469877,0.03
948,3794.4216867469877,0.18
949,3794.4216867469877,0.44
950,3814.4979919678713,0.26
951,3814.4979919678713,0.23
952,3814.4979919678713,0.28
953,3814.4979919678713,0.36
954,3814.4979919678713,0.38
955,3834.574297188755,0.03
956,3834.574297188755,0.32
957,3834.574297188755,0.22
958,3834.574297188755,0.23
959,3834.574297188755,0.19
960,3854.6506024096384,0.07
961,3854.6506024096384,0.45
962,3854.6506024096384,0.31
963,3854.6506024096384,0.3
964,3854.6506024096384,0.23
965,3874.726907630522,0.21
966,3874.726907630522,0.2
967,3874.726907630522,0.45
