,Steps,ASR,method
2952,2810.682731,0.28,together
2953,2810.682731,0.42,together
2954,2810.682731,0.43,together
2955,2830.759036,0.11,together
2956,2830.759036,0.3,together
2957,2830.759036,0.31,together
2958,2830.759036,0.45,together
2959,2830.759036,0,together
2960,2850.835341,0.35,together
2961,2850.835341,0.11,together
2962,2850.835341,0,together
2963,2850.835341,0.25,together
2964,2850.835341,0.26,together
2965,2870.911647,0.4,together
2966,2870.911647,0.24,together
2967,2870.911647,0.18,together
2968,2870.911647,0.43,together
2969,2870.911647,0.12,together
2970,2890.987952,0.22,together
2971,2890.987952,0.39,together
2972,2890.987952,0.07,together
2973,2890.987952,0.24,together
2974,2890.987952,0.35,together
2975,2911.064257,0.37,together
2976,2911.064257,0.25,together
2977,2911.064257,0.24,together
2978,2911.064257,0.41,together
2979,2911.064257,0.31,together
2980,2931.140562,0.35,together
2981,2931.140562,0.37,together
2982,2931.140562,0.29,together
2983,2931.140562,0.25,together
2984,2931.140562,0.33,together
2985,2951.216867,0.08,together
2986,2951.216867,0.31,together
2987,2951.216867,0.43,together
2988,2951.216867,0.24,together
2989,2951.216867,0.4,together
2990,2971.293173,0.31,together
2991,2971.293173,0.02,together
2992,2971.293173,0.38,together
2993,2971.293173,0.29,together
2994,2971.293173,0.29,together
2995,2991.369478,0.14,together
2996,2991.369478,0.31,together
2997,2991.369478,0.35,together
2998,2991.369478,0.24,together
2999,2991.369478,0.45,together
3000,3011.445783,0.03,together
3001,3011.445783,0.42,together
3002,3011.445783,0.33,together
3003,3011.445783,0.26,together
3004,3011.445783,0.34,together
3005,3031.522088,0.24,together
3006,3031.522088,0.39,together
3007,3031.522088,0.14,together
3008,3031.522088,0.13,together
3009,3031.522088,0.41,together
3010,3051.598394,0.32,together
3011,3051.598394,0.32,together
3012,3051.598394,0.45,together
3013,3051.598394,0.38,together
3014,3051.598394,0.36,together
3015,3071.674699,0.34,together
3016,3071.674699,0.33,together
3017,3071.674699,0.38,together
3018,3071.674699,0.44,together
3019,3071.674699,0.3,together
3020,3091.751004,0.34,together
3021,3091.751004,0.31,together
3022,3091.751004,0.23,together
3023,3091.751004,0.42,together
3024,3091.751004,0.03,together
3025,3111.827309,0.22,together
3026,3111.827309,0.07,together
3027,3111.827309,0.24,together
3028,3111.827309,0.15,together
3029,3111.827309,0.38,together
3030,3131.903614,0.02,together
3031,3131.903614,0.38,together
3032,3131.903614,0.02,together
3033,3131.903614,0.33,together
3034,3131.903614,0.33,together
3035,3151.97992,0.45,together
3036,3151.97992,0.4,together
3037,3151.97992,0.45,together
3038,3151.97992,0.44,together
3039,3151.97992,0.46,together
3040,3172.056225,0.04,together
3041,3172.056225,0.2,together
3042,3172.056225,0.13,together
3043,3172.056225,0.38,together
3044,3172.056225,0.28,together
3045,3192.13253,0.38,together
3046,3192.13253,0.26,together
3047,3192.13253,0.28,together
3048,3192.13253,0.01,together
3049,3192.13253,0.35,together
3050,3212.208835,0.06,together
3051,3212.208835,0.18,together
3052,3212.208835,0.36,together
3053,3212.208835,0.23,together
3054,3212.208835,0.13,together
3055,3232.285141,0.25,together
3056,3232.285141,0.31,together
3057,3232.285141,0.3,together
3058,3232.285141,0.22,together
3059,3232.285141,0.36,together
3060,3252.361446,0.25,together
3061,3252.361446,0.24,together
3062,3252.361446,0.3,together
3063,3252.361446,0.19,together
3064,3252.361446,0.04,together
3065,3272.437751,0.23,together
3066,3272.437751,0.35,together
3067,3272.437751,0.27,together
3068,3272.437751,0.42,together
3069,3272.437751,0.34,together
3070,3292.514056,0.33,together
3071,3292.514056,0.27,together
3072,3292.514056,0.13,together
3073,3292.514056,0.44,together
3074,3292.514056,0.35,together
3075,3312.590361,0.26,together
3076,3312.590361,0.42,together
3077,3312.590361,0.04,together
3078,3312.590361,0.39,together
3079,3312.590361,0.44,together
3080,3332.666667,0.33,together
3081,3332.666667,0.32,together
3082,3332.666667,0.32,together
3083,3332.666667,0.07,together
3084,3332.666667,0.2,together
3085,3352.742972,0.43,together
3086,3352.742972,0.36,together
3087,3352.742972,0.27,together
3088,3352.742972,0.18,together
3089,3352.742972,0.01,together
3090,3372.819277,0.28,together
3091,3372.819277,0.32,together
3092,3372.819277,0.01,together
3093,3372.819277,0.1,together
3094,3372.819277,0.34,together
3095,3392.895582,0.3,together
3096,3392.895582,0.45,together
3097,3392.895582,0.14,together
3098,3392.895582,0.41,together
3099,3392.895582,0.17,together
3100,3412.971888,0.15,together
3101,3412.971888,0.1,together
3102,3412.971888,0.18,together
3103,3412.971888,0.43,together
3104,3412.971888,0.21,together
3105,3433.048193,0.34,together
3106,3433.048193,0.44,together
3107,3433.048193,0.31,together
3108,3433.048193,0.41,together
3109,3433.048193,0.33,together
3110,3453.124498,0.17,together
3111,3453.124498,0.33,together
3112,3453.124498,0.3,together
3113,3453.124498,0.18,together
3114,3453.124498,0.37,together
3115,3473.200803,0.42,together
3116,3473.200803,0.24,together
3117,3473.200803,0.4,together
3118,3473.200803,0.41,together
3119,3473.200803,0.33,together
3120,3493.277108,0.15,together
3121,3493.277108,0.44,together
3122,3493.277108,0.2,together
3123,3493.277108,0.32,together
3124,3493.277108,0.07,together
3125,3513.353414,0.33,together
3126,3513.353414,0.34,together
3127,3513.353414,0.2,together
3128,3513.353414,0.38,together
3129,3513.353414,0.05,together
3130,3533.429719,0.28,together
3131,3533.429719,0.03,together
3132,3533.429719,0.06,together
3133,3533.429719,0.38,together
3134,3533.429719,0.39,together
3135,3553.506024,0.08,together
3136,3553.506024,0.38,together
3137,3553.506024,0.35,together
3138,3553.506024,0.17,together
3139,3553.506024,0.44,together
3140,3573.582329,0.26,together
3141,3573.582329,0.26,together
3142,3573.582329,0.4,together
3143,3573.582329,0.44,together
3144,3573.582329,0.34,together
3145,3593.658635,0.31,together
3146,3593.658635,0.41,together
3147,3593.658635,0.31,together
3148,3593.658635,0.42,together
3149,3593.658635,0.36,together
3150,3613.73494,0.41,together
3151,3613.73494,0.23,together
3152,3613.73494,0.03,together
3153,3613.73494,0.39,together
3154,3613.73494,0.31,together
3155,3633.811245,0.15,together
3156,3633.811245,0.2,together
3157,3633.811245,0.31,together
3158,3633.811245,0.2,together
3159,3633.811245,0.35,together
3160,3653.88755,0.28,together
3161,3653.88755,0.15,together
3162,3653.88755,0.35,together
3163,3653.88755,0.26,together
3164,3653.88755,0.43,together
3165,3673.963855,0.38,together
3166,3673.963855,0.45,together
3167,3673.963855,0.46,together
3168,3673.963855,0.43,together
3169,3673.963855,0.27,together
3170,3694.040161,0.4,together
3171,3694.040161,0.45,together
3172,3694.040161,0.29,together
3173,3694.040161,0.39,together
3174,3694.040161,0.42,together
3175,3714.116466,0.33,together
3176,3714.116466,0.32,together
3177,3714.116466,0.32,together
3178,3714.116466,0.13,together
3179,3714.116466,0.21,together
3180,3734.192771,0.27,together
3181,3734.192771,0.16,together
3182,3734.192771,0.39,together
3183,3734.192771,0.43,together
3184,3734.192771,0.26,together
3185,3754.269076,0.08,together
3186,3754.269076,0.44,together
3187,3754.269076,0.36,together
3188,3754.269076,0.39,together
3189,3754.269076,0.1,together
3190,3774.345382,0.1,together
3191,3774.345382,0.26,together
3192,3774.345382,0.37,together
3193,3774.345382,0.03,together
3194,3774.345382,0.27,together
3195,3794.421687,0.01,together
3196,3794.421687,0.43,together
3197,3794.421687,0.03,together
3198,3794.421687,0.18,together
3199,3794.421687,0.44,together
3200,3814.497992,0.26,together
3201,3814.497992,0.23,together
3202,3814.497992,0.28,together
3203,3814.497992,0.36,together
3204,3814.497992,0.38,together
3205,3834.574297,0.03,together
3206,3834.574297,0.32,together
3207,3834.574297,0.22,together
3208,3834.574297,0.23,together
3209,3834.574297,0.19,together
3210,3854.650602,0.07,together
3211,3854.650602,0.45,together
3212,3854.650602,0.31,together
3213,3854.650602,0.3,together
3214,3854.650602,0.23,together
3215,3874.726908,0.21,together
3216,3874.726908,0.2,together
3217,3874.726908,0.45,together
3218,3874.726908,0.36,together
3219,3874.726908,0.3,together
3220,3894.803213,0.44,together
3221,3894.803213,0.33,together
3222,3894.803213,0.36,together
3223,3894.803213,0.05,together
3224,3894.803213,0.26,together
3225,3914.879518,0.22,together
3226,3914.879518,0.44,together
3227,3914.879518,0.36,together
3228,3914.879518,0.05,together
3229,3914.879518,0.05,together
3230,3934.955823,0.32,together
3231,3934.955823,0.44,together
3232,3934.955823,0.26,together
3233,3934.955823,0.08,together
3234,3934.955823,0.08,together
3235,3955.032129,0.07,together
3236,3955.032129,0.37,together
3237,3955.032129,0.22,together
3238,3955.032129,0.22,together
3239,3955.032129,0.3,together
3240,3975.108434,0.45,together
3241,3975.108434,0.44,together
3242,3975.108434,0.13,together
3243,3975.108434,0.18,together
3244,3975.108434,0.24,together
3245,3995.184739,0.05,together
3246,3995.184739,0.14,together
3247,3995.184739,0.18,together
3248,3995.184739,0.45,together
3249,3995.184739,0.42,together
3250,4015.261044,0.27,together
3251,4015.261044,0.01,together
3252,4015.261044,0.31,together
3253,4015.261044,0.3,together
3254,4015.261044,0.39,together
3255,4035.337349,0.18,together
3256,4035.337349,0.2,together
3257,4035.337349,0.37,together
3258,4035.337349,0.31,together
3259,4035.337349,0.43,together
3260,4055.413655,0.32,together
3261,4055.413655,0.25,together
3262,4055.413655,0.1,together
3263,4055.413655,0.44,together
3264,4055.413655,0.17,together
3265,4075.48996,0.08,together
3266,4075.48996,0.38,together
3267,4075.48996,0.34,together
3268,4075.48996,0.33,together
3269,4075.48996,0.31,together
3270,4095.566265,0.04,together
3271,4095.566265,0.33,together
3272,4095.566265,0,together
3273,4095.566265,0.23,together
3274,4095.566265,0.32,together
3275,4115.64257,0.17,together
3276,4115.64257,0.04,together
3277,4115.64257,0.33,together
3278,4115.64257,0.44,together
3279,4115.64257,0.23,together
3280,4135.718876,0.41,together
3281,4135.718876,0.13,together
3282,4135.718876,0.22,together
3283,4135.718876,0.13,together
3284,4135.718876,0.28,together
3285,4155.795181,0.08,together
3286,4155.795181,0.42,together
3287,4155.795181,0.4,together
3288,4155.795181,0.2,together
3289,4155.795181,0.28,together
3290,4175.871486,0.09,together
3291,4175.871486,0.37,together
3292,4175.871486,0.32,together
3293,4175.871486,0.14,together
3294,4175.871486,0.05,together
3295,4195.947791,0.03,together
3296,4195.947791,0.13,together
3297,4195.947791,0.45,together
3298,4195.947791,0.28,together
3299,4195.947791,0.41,together
3300,4216.024096,0.29,together
3301,4216.024096,0.09,together
3302,4216.024096,0.32,together
3303,4216.024096,0.01,together
3304,4216.024096,0.13,together
3305,4236.100402,0.16,together
3306,4236.100402,0.31,together
3307,4236.100402,0.27,together
3308,4236.100402,0.44,together
3309,4236.100402,0.24,together
3310,4256.176707,0.31,together
3311,4256.176707,0.32,together
3312,4256.176707,0.07,together
3313,4256.176707,0.4,together
3314,4256.176707,0.1,together
3315,4276.253012,0.4,together
3316,4276.253012,0.41,together
3317,4276.253012,0.04,together
3318,4276.253012,0.19,together
3319,4276.253012,0.24,together
3320,4296.329317,0.17,together
3321,4296.329317,0.35,together
3322,4296.329317,0.02,together
3323,4296.329317,0.06,together
3324,4296.329317,0.12,together
3325,4316.405622,0.07,together
3326,4316.405622,0.1,together
3327,4316.405622,0.31,together
3328,4316.405622,0.4,together
3329,4316.405622,0.25,together
3330,4336.481928,0.38,together
3331,4336.481928,0.45,together
3332,4336.481928,0.35,together
3333,4336.481928,0.16,together
3334,4336.481928,0.42,together
3335,4356.558233,0.1,together
3336,4356.558233,0.43,together
3337,4356.558233,0.44,together
3338,4356.558233,0.27,together
3339,4356.558233,0.37,together
3340,4376.634538,0.19,together
3341,4376.634538,0.27,together
3342,4376.634538,0.28,together
3343,4376.634538,0.34,together
3344,4376.634538,0.42,together
3345,4396.710843,0.1,together
3346,4396.710843,0.17,together
3347,4396.710843,0.35,together
3348,4396.710843,0.37,together
3349,4396.710843,0.44,together
3350,4416.787149,0.26,together
3351,4416.787149,0.24,together
3352,4416.787149,0.37,together
3353,4416.787149,0.22,together
3354,4416.787149,0.31,together
3355,4436.863454,0.39,together
3356,4436.863454,0.45,together
3357,4436.863454,0.27,together
3358,4436.863454,0.45,together
3359,4436.863454,0.32,together
3360,4456.939759,0.1,together
3361,4456.939759,0.14,together
3362,4456.939759,0.43,together
3363,4456.939759,0.44,together
3364,4456.939759,0.23,together
3365,4477.016064,0.28,together
3366,4477.016064,0.1,together
3367,4477.016064,0.33,together
3368,4477.016064,0.38,together
3369,4477.016064,0.27,together
3370,4497.092369,0.37,together
3371,4497.092369,0.28,together
3372,4497.092369,0.45,together
3373,4497.092369,0.21,together
3374,4497.092369,0.35,together
3375,4517.168675,0.13,together
3376,4517.168675,0.05,together
3377,4517.168675,0.26,together
3378,4517.168675,0.35,together
3379,4517.168675,0.29,together
3380,4537.24498,0.1,together
3381,4537.24498,0.21,together
3382,4537.24498,0.26,together
3383,4537.24498,0.03,together
3384,4537.24498,0.37,together
3385,4557.321285,0.25,together
3386,4557.321285,0.17,together
3387,4557.321285,0.45,together
3388,4557.321285,0.28,together
3389,4557.321285,0.38,together
3390,4577.39759,0.4,together
3391,4577.39759,0.25,together
3392,4577.39759,0.2,together
3393,4577.39759,0.11,together
3394,4577.39759,0.19,together
3395,4597.473896,0.43,together
3396,4597.473896,0.39,together
3397,4597.473896,0.08,together
3398,4597.473896,0.34,together
3399,4597.473896,0.09,together
3400,4617.550201,0.41,together
3401,4617.550201,0.34,together
3402,4617.550201,0.32,together
3403,4617.550201,0.45,together
3404,4617.550201,0.36,together
3405,4637.626506,0.01,together
3406,4637.626506,0.46,together
3407,4637.626506,0.43,together
3408,4637.626506,0.38,together
3409,4637.626506,0.38,together
3410,4657.702811,0.33,together
3411,4657.702811,0.3,together
3412,4657.702811,0.3,together
3413,4657.702811,0.45,together
3414,4657.702811,0.33,together
3415,4677.779116,0.21,together
3416,4677.779116,0.18,together
3417,4677.779116,0.29,together
3418,4677.779116,0.43,together
3419,4677.779116,0.08,together
3420,4697.855422,0.21,together
3421,4697.855422,0.37,together
3422,4697.855422,0.33,together
3423,4697.855422,0.41,together
3424,4697.855422,0.1,together
3425,4717.931727,0.23,together
3426,4717.931727,0.05,together
3427,4717.931727,0.04,together
3428,4717.931727,0.14,together
3429,4717.931727,0.09,together
3430,4738.008032,0.19,together
3431,4738.008032,0.02,together
3432,4738.008032,0.45,together
3433,4738.008032,0.41,together
3434,4738.008032,0.2,together
3435,4758.084337,0.31,together
3436,4758.084337,0.26,together
3437,4758.084337,0.38,together
3438,4758.084337,0.05,together
3439,4758.084337,0.3,together
3440,4778.160643,0.06,together
3441,4778.160643,0.45,together
3442,4778.160643,0.38,together
3443,4778.160643,0.39,together
3444,4778.160643,0.09,together
3445,4798.236948,0.4,together
3446,4798.236948,0.35,together
3447,4798.236948,0.34,together
3448,4798.236948,0.35,together
3449,4798.236948,0.27,together
3450,4818.313253,0.43,together
3451,4818.313253,0.3,together
3452,4818.313253,0.06,together
3453,4818.313253,0.42,together
3454,4818.313253,0.34,together
3455,4838.389558,0.3,together
3456,4838.389558,0.2,together
3457,4838.389558,0.38,together
3458,4838.389558,0.44,together
3459,4838.389558,0.24,together
3460,4858.465863,0.43,together
3461,4858.465863,0.17,together
3462,4858.465863,0.12,together
3463,4858.465863,0.43,together
3464,4858.465863,0.28,together
3465,4878.542169,0.12,together
3466,4878.542169,0.43,together
3467,4878.542169,0.35,together
3468,4878.542169,0.25,together
3469,4878.542169,0.03,together
3470,4898.618474,0.14,together
3471,4898.618474,0.27,together
3472,4898.618474,0.35,together
3473,4898.618474,0.41,together
3474,4898.618474,0,together
3475,4918.694779,0.35,together
3476,4918.694779,0.24,together
3477,4918.694779,0.21,together
3478,4918.694779,0.25,together
3479,4918.694779,0.33,together
3480,4938.771084,0.22,together
3481,4938.771084,0.31,together
3482,4938.771084,0.45,together
3483,4938.771084,0.07,together
3484,4938.771084,0.14,together
3485,4958.84739,0.32,together
3486,4958.84739,0.07,together
3487,4958.84739,0.39,together
3488,4958.84739,0.34,together
3489,4958.84739,0.42,together
3490,4978.923695,0.17,together
3491,4978.923695,0.38,together
3492,4978.923695,0.27,together
3493,4978.923695,0.29,together
3494,4978.923695,0.23,together
3495,4999,0.28,together
3496,4999,0.38,together
3497,4999,0.19,together
3498,4999,0.36,together
3499,4999,0.39,together
